
country, date, income, users, orders, complaints
Germany,2017-05-02,2855,5,21,0
Germany,2017-05-03,1554,5,35,5
Germany,2017-05-04,191,5,5,5
Germany,2017-05-05,1301,76,16,0
Germany,2017-05-06,372,54,4,0
Germany,2017-05-07,1240,72,21,2
Germany,2017-05-08,2969,50,6,4
Germany,2017-05-09,1657,42,48,5
Germany,2017-05-10,2210,78,39,2
Germany,2017-05-11,502,38,26,3
Germany,2017-05-12,2911,66,49,2
Germany,2017-05-13,1181,45,2,4
Germany,2017-05-14,223,35,43,3
Germany,2017-05-15,419,54,12,1
Germany,2017-05-16,923,33,20,5
Germany,2017-05-17,2000,29,41,1
Germany,2017-05-18,94,50,19,5
Germany,2017-05-19,1322,59,28,1
Germany,2017-05-20,1829,29,3,4
Germany,2017-05-21,836,31,17,5
Germany,2017-05-22,2057,34,22,3
Germany,2017-05-23,379,53,36,3
Germany,2017-05-24,1390,17,39,4
Germany,2017-05-25,2709,80,46,1
Germany,2017-05-26,1961,64,38,2
Germany,2017-05-27,1101,75,4,4
Germany,2017-05-28,1582,36,31,2
Germany,2017-05-29,1820,66,5,5
Germany,2017-05-30,514,46,21,0
Germany,2017-05-31,783,32,40,4
Germany,2017-06-01,127,14,0,4
Germany,2017-06-02,1042,66,0,1
Germany,2017-06-03,1194,23,42,5
Germany,2017-06-04,2041,26,0,3
Germany,2017-06-05,351,9,37,4
Germany,2017-06-06,2489,24,38,3
Germany,2017-06-07,1295,79,43,0
Germany,2017-06-08,2462,56,26,5
Germany,2017-06-09,1169,34,9,4
Germany,2017-06-10,260,18,38,0
Germany,2017-06-11,2954,79,28,0
Germany,2017-06-12,582,52,8,1
Germany,2017-06-13,2988,79,20,0
Germany,2017-06-14,2524,3,6,3
Germany,2017-06-15,1261,19,45,3
Germany,2017-06-16,1480,18,12,0
Germany,2017-06-17,633,47,35,5
Germany,2017-06-18,2052,45,34,0
Germany,2017-06-19,587,25,14,3
Germany,2017-06-20,1560,4,48,5
Germany,2017-06-21,279,59,7,2
Germany,2017-06-22,1597,15,43,5
Germany,2017-06-23,1432,33,38,2
Germany,2017-06-24,1100,11,2,0
Germany,2017-06-25,1933,55,17,4
Germany,2017-06-26,1402,47,44,5
Germany,2017-06-27,1787,62,16,5
Germany,2017-06-28,2961,12,47,1
Germany,2017-06-29,860,51,22,5
Germany,2017-06-30,2987,8,2,4
Germany,2017-07-01,750,15,20,3
Germany,2017-07-02,935,50,9,0
Germany,2017-07-03,529,42,46,4
Germany,2017-07-04,2785,46,7,3
Germany,2017-07-05,1166,25,41,3
Germany,2017-07-06,1583,21,9,5
Germany,2017-07-07,1258,6,32,0
Germany,2017-07-08,1776,22,12,3
Germany,2017-07-09,1784,14,27,1
Germany,2017-07-10,2885,75,33,3
Germany,2017-07-11,1172,59,20,4
Germany,2017-07-12,1813,19,46,3
Germany,2017-07-13,2681,43,35,2
Germany,2017-07-14,2815,52,1,3
Germany,2017-07-15,1040,17,16,4
Germany,2017-07-16,2158,9,48,2
Germany,2017-07-17,1357,73,47,1
Germany,2017-07-18,2456,39,21,0
Germany,2017-07-19,2315,80,19,1
Germany,2017-07-20,741,33,15,2
Germany,2017-07-21,1244,5,30,5
Germany,2017-07-22,2952,62,1,4
Germany,2017-07-23,2140,27,2,1
Germany,2017-07-24,1860,60,36,0
Germany,2017-07-25,1672,71,34,1
Germany,2017-07-26,2354,31,7,2
Germany,2017-07-27,2896,61,31,5
Germany,2017-07-28,2048,62,49,4
Germany,2017-07-29,2594,68,7,1
Germany,2017-07-30,388,50,7,5
Germany,2017-07-31,1450,27,14,4
Germany,2017-08-01,2723,32,35,4
Germany,2017-08-02,1314,49,30,4
Germany,2017-08-03,2415,64,30,3
Germany,2017-08-04,470,2,24,2
Germany,2017-08-05,132,24,18,5
Germany,2017-08-06,2021,19,49,5
Germany,2017-08-07,1271,7,2,2
Germany,2017-08-08,1692,35,12,0
Germany,2017-08-09,262,47,39,3
Germany,2017-08-10,1514,9,2,5
Germany,2017-08-11,2160,27,36,4
Germany,2017-08-12,440,71,41,1
Germany,2017-08-13,590,16,24,3
Germany,2017-08-14,520,35,20,3
Germany,2017-08-15,2129,34,21,5
Germany,2017-08-16,2525,33,11,2
Germany,2017-08-17,370,0,40,1
Germany,2017-08-18,2718,39,15,4
Germany,2017-08-19,1939,22,49,5
Germany,2017-08-20,25,11,17,3
Germany,2017-08-21,870,7,45,1
Germany,2017-08-22,2006,52,41,1
Germany,2017-08-23,480,50,10,4
Germany,2017-08-24,1087,61,42,0
Germany,2017-08-25,104,20,37,5
Germany,2017-08-26,557,17,47,5
Germany,2017-08-27,291,63,34,3
Germany,2017-08-28,2593,70,32,0
Germany,2017-08-29,1726,71,40,3
Germany,2017-08-30,165,8,47,5
Germany,2017-08-31,1248,46,33,3
Germany,2017-09-01,61,33,11,4
Germany,2017-09-02,2167,10,39,1
Germany,2017-09-03,366,6,28,4
Germany,2017-09-04,545,47,15,0
Germany,2017-09-05,1572,68,9,5
Germany,2017-09-06,2963,38,20,3
Germany,2017-09-07,783,17,21,5
Germany,2017-09-08,1283,37,19,3
Germany,2017-09-09,1523,48,3,4
Germany,2017-09-10,1594,28,31,1
Germany,2017-09-11,1483,45,32,0
Germany,2017-09-12,1974,59,38,2
Germany,2017-09-13,2761,13,21,2
Germany,2017-09-14,1894,22,5,5
Germany,2017-09-15,1091,72,42,1
Germany,2017-09-16,2331,36,11,5
Germany,2017-09-17,1440,54,24,4
Germany,2017-09-18,311,37,43,5
Germany,2017-09-19,2577,2,42,4
Germany,2017-09-20,922,79,49,2
Germany,2017-09-21,2443,15,30,5
Germany,2017-09-22,457,74,5,4
Germany,2017-09-23,346,64,9,5
Germany,2017-09-24,789,44,44,1
Germany,2017-09-25,1393,69,50,1
Germany,2017-09-26,2845,23,5,0
Germany,2017-09-27,819,39,13,1
Germany,2017-09-28,2612,27,45,3
Germany,2017-09-29,1345,80,10,2
Germany,2017-09-30,1509,41,21,4
Germany,2017-10-01,1941,65,21,4
Germany,2017-10-02,1023,80,45,5
Germany,2017-10-03,2191,68,26,3
Germany,2017-10-04,1656,57,24,3
Germany,2017-10-05,1630,24,23,4
Germany,2017-10-06,1513,20,8,2
Germany,2017-10-07,2101,40,4,2
Germany,2017-10-08,6,35,34,0
Germany,2017-10-09,2665,6,9,2
Germany,2017-10-10,199,71,41,0
Germany,2017-10-11,1762,78,6,2
Germany,2017-10-12,2452,8,33,3
Germany,2017-10-13,738,14,19,5
Germany,2017-10-14,1765,58,34,1
Germany,2017-10-15,2380,47,2,3
Germany,2017-10-16,1293,61,34,1
Germany,2017-10-17,2529,9,40,0
Germany,2017-10-18,1963,70,28,4
Germany,2017-10-19,2547,80,2,2
Germany,2017-10-20,887,79,15,3
Germany,2017-10-21,2023,56,23,2
Germany,2017-10-22,1683,75,35,4
Germany,2017-10-23,1606,6,44,0
Germany,2017-10-24,314,79,30,4
Germany,2017-10-25,839,34,6,2
Germany,2017-10-26,1784,32,34,5
Germany,2017-10-27,1949,69,41,1
Germany,2017-10-28,618,2,29,3
Germany,2017-10-29,1068,18,45,3
Germany,2017-10-30,2941,47,41,2
Germany,2017-10-31,1491,12,41,1
Germany,2017-11-01,504,78,23,3
Germany,2017-11-02,213,65,28,3
Germany,2017-11-03,1987,53,31,0
Germany,2017-11-04,2529,15,49,2
Germany,2017-11-05,2332,65,9,4
Germany,2017-11-06,2811,59,3,4
Germany,2017-11-07,1610,44,42,5
Germany,2017-11-08,36,68,3,0
Germany,2017-11-09,1899,23,22,3
Germany,2017-11-10,2601,17,5,4
Germany,2017-11-11,1469,29,16,1
Germany,2017-11-12,1005,31,48,0
Germany,2017-11-13,1261,17,29,2
Germany,2017-11-14,1979,38,13,5
Germany,2017-11-15,2194,54,35,4
Germany,2017-11-16,2197,3,4,0
Germany,2017-11-17,2931,65,47,2
Germany,2017-11-18,92,40,14,0
Germany,2017-11-19,1534,18,35,4
Germany,2017-11-20,1457,21,21,0
Germany,2017-11-21,1319,75,17,5
Germany,2017-11-22,2275,18,39,3
Germany,2017-11-23,403,3,49,5
Germany,2017-11-24,375,71,24,2
Germany,2017-11-25,630,6,2,3
Germany,2017-11-26,1523,8,26,1
Germany,2017-11-27,156,61,45,1
Germany,2017-11-28,2613,68,33,3
Germany,2017-11-29,1654,10,26,0
Germany,2017-11-30,1236,75,27,4
Germany,2017-12-01,2114,36,31,4
Germany,2017-12-02,1632,74,1,4
Germany,2017-12-03,320,43,20,4
Germany,2017-12-04,372,21,25,3
Germany,2017-12-05,2525,68,13,0
Germany,2017-12-06,2788,55,18,0
Germany,2017-12-07,2585,15,37,2
Germany,2017-12-08,1785,54,7,5
Germany,2017-12-09,638,67,42,1
Germany,2017-12-10,2980,14,2,1
Germany,2017-12-11,1762,69,50,4
Germany,2017-12-12,1788,57,15,3
Germany,2017-12-13,2768,44,3,2
Germany,2017-12-14,478,37,15,0
Germany,2017-12-15,2346,29,35,3
Germany,2017-12-16,1830,59,27,3
Germany,2017-12-17,1219,12,12,3
Germany,2017-12-18,2457,6,12,5
Germany,2017-12-19,43,66,23,5
Germany,2017-12-20,1204,79,14,2
Germany,2017-12-21,1485,10,32,5
Germany,2017-12-22,2804,77,16,0
Germany,2017-12-23,199,37,34,3
Germany,2017-12-24,740,78,45,2
Germany,2017-12-25,1569,29,26,5
Germany,2017-12-26,903,4,21,5
Germany,2017-12-27,588,50,37,5
Germany,2017-12-28,324,62,46,2
Germany,2017-12-29,2883,75,45,0
Germany,2017-12-30,2244,18,23,4
Germany,2017-12-31,58,20,34,2
Germany,2018-01-01,1698,16,38,1
Germany,2018-01-02,1836,42,4,2
Germany,2018-01-03,2876,68,23,3
Germany,2018-01-04,11,44,19,2
Germany,2018-01-05,180,26,31,0
Germany,2018-01-06,529,56,21,1
Germany,2018-01-07,761,79,21,2
Germany,2018-01-08,2675,78,27,4
Germany,2018-01-09,107,80,39,5
Germany,2018-01-10,1053,55,22,5
Germany,2018-01-11,1999,52,20,4
Germany,2018-01-12,2911,44,31,4
Germany,2018-01-13,1529,70,9,0
Germany,2018-01-14,990,51,11,1
Germany,2018-01-15,868,50,26,4
Germany,2018-01-16,37,5,28,0
Germany,2018-01-17,1746,2,15,1
Germany,2018-01-18,1106,30,41,4
Germany,2018-01-19,484,54,38,4
Germany,2018-01-20,1824,39,25,1
Germany,2018-01-21,2825,75,28,2
Germany,2018-01-22,109,57,28,0
Germany,2018-01-23,73,20,9,3
Germany,2018-01-24,1205,55,8,0
Germany,2018-01-25,866,6,1,2
Germany,2018-01-26,1993,20,36,1
Germany,2018-01-27,1805,5,42,1
Germany,2018-01-28,2559,78,32,2
Germany,2018-01-29,1400,74,10,3
Germany,2018-01-30,1321,56,24,1
Germany,2018-01-31,1595,34,31,5
Germany,2018-02-01,2963,64,22,1
Germany,2018-02-02,226,80,3,0
Germany,2018-02-03,1224,31,14,3
Germany,2018-02-04,707,59,40,5
Germany,2018-02-05,1633,6,50,3
Germany,2018-02-06,483,51,38,4
Germany,2018-02-07,574,31,38,0
Germany,2018-02-08,1809,35,43,5
Germany,2018-02-09,2469,24,7,2
Germany,2018-02-10,1395,59,45,3
Germany,2018-02-11,753,49,24,2
Germany,2018-02-12,2358,73,15,0
Germany,2018-02-13,179,57,37,1
Germany,2018-02-14,1568,77,34,5
Germany,2018-02-15,307,67,27,5
Germany,2018-02-16,486,12,28,2
Germany,2018-02-17,480,25,12,3
Germany,2018-02-18,1005,23,37,1
Germany,2018-02-19,1005,78,24,2
Germany,2018-02-20,2829,33,5,5
Germany,2018-02-21,2894,54,35,5
Germany,2018-02-22,2964,64,50,5
Germany,2018-02-23,641,45,1,5
Germany,2018-02-24,1577,5,21,0
Germany,2018-02-25,2631,38,20,4
Germany,2018-02-26,2009,50,24,1
Germany,2018-02-27,235,28,1,0
Germany,2018-02-28,363,2,7,5
Germany,2018-03-01,2029,27,30,5
Germany,2018-03-02,2534,70,14,4
Germany,2018-03-03,1474,14,27,4
Germany,2018-03-04,527,25,34,3
Germany,2018-03-05,1741,17,5,1
Germany,2018-03-06,522,30,31,4
Germany,2018-03-07,556,55,42,0
Germany,2018-03-08,1913,56,26,5
Germany,2018-03-09,2068,23,7,3
Germany,2018-03-10,2866,38,19,0
Germany,2018-03-11,58,54,7,1
Germany,2018-03-12,1120,2,48,4
Germany,2018-03-13,2923,47,36,0
Germany,2018-03-14,994,38,47,5
Germany,2018-03-15,1759,29,20,5
Germany,2018-03-16,1777,1,48,1
Germany,2018-03-17,628,75,46,1
Germany,2018-03-18,2580,33,12,5
Germany,2018-03-19,2161,70,42,0
Germany,2018-03-20,1500,9,2,5
Germany,2018-03-21,216,77,25,5
Germany,2018-03-22,2552,22,13,2
Germany,2018-03-23,148,2,26,3
Germany,2018-03-24,290,79,39,1
Germany,2018-03-25,1762,50,2,0
Germany,2018-03-26,1559,51,42,4
Germany,2018-03-27,1276,11,8,2
Germany,2018-03-28,2606,25,41,0
Germany,2018-03-29,402,46,25,2
Germany,2018-03-30,2872,62,48,1
Germany,2018-03-31,2211,28,22,1
Germany,2018-04-01,650,74,42,0
Germany,2018-04-02,2876,39,0,0
Germany,2018-04-03,1637,15,30,3
Germany,2018-04-04,1954,21,41,1
Germany,2018-04-05,1060,31,35,5
Germany,2018-04-06,736,13,41,5
Germany,2018-04-07,897,51,10,2
Germany,2018-04-08,649,11,5,1
Germany,2018-04-09,1676,56,26,2
Germany,2018-04-10,2095,38,17,0
Germany,2018-04-11,612,75,48,0
Germany,2018-04-12,618,19,45,2
Germany,2018-04-13,2581,11,6,4
Germany,2018-04-14,387,52,10,3
Germany,2018-04-15,1389,58,4,0
Germany,2018-04-16,906,10,23,5
Germany,2018-04-17,1089,7,25,1
Germany,2018-04-18,281,32,20,3
Germany,2018-04-19,1153,3,50,1
Germany,2018-04-20,492,41,0,2
Germany,2018-04-21,385,75,32,5
Germany,2018-04-22,2070,63,8,0
Germany,2018-04-23,1221,27,32,3
Germany,2018-04-24,2067,13,10,0
Germany,2018-04-25,169,64,34,5
Germany,2018-04-26,2208,76,43,5
Germany,2018-04-27,1788,32,37,4
Germany,2018-04-28,1563,22,35,3
Germany,2018-04-29,1268,2,31,2
Germany,2018-04-30,1717,3,40,2
Germany,2018-05-01,1155,59,39,3
Germany,2018-05-02,182,19,27,2
Germany,2018-05-03,2976,78,20,1
Germany,2018-05-04,349,0,1,3
Germany,2018-05-05,13,46,10,0
Germany,2018-05-06,1143,46,40,3
Germany,2018-05-07,32,65,42,4
Germany,2018-05-08,393,14,39,4
Germany,2018-05-09,2643,43,45,3
Germany,2018-05-10,1496,21,47,1
Germany,2018-05-11,536,33,42,1
Germany,2018-05-12,17,24,34,4
Germany,2018-05-13,1114,54,3,5
Germany,2018-05-14,527,75,15,0
Germany,2018-05-15,410,4,17,2
Germany,2018-05-16,315,69,23,5
Germany,2018-05-17,1011,13,6,5
Germany,2018-05-18,1124,40,28,1
Germany,2018-05-19,2004,27,22,1
Germany,2018-05-20,2447,38,43,5
Germany,2018-05-21,2722,73,27,1
Germany,2018-05-22,648,2,44,2
Germany,2018-05-23,1664,30,23,3
Germany,2018-05-24,2541,80,22,5
Germany,2018-05-25,173,67,31,1
Germany,2018-05-26,2470,37,35,2
Germany,2018-05-27,1961,18,34,5
Germany,2018-05-28,1086,40,2,3
Germany,2018-05-29,2068,0,47,5
Germany,2018-05-30,2650,65,46,4
Germany,2018-05-31,2541,13,12,2
Germany,2018-06-01,60,38,2,2
Germany,2018-06-02,1890,60,26,1
Germany,2018-06-03,1757,53,42,4
Germany,2018-06-04,66,24,50,3
Germany,2018-06-05,1254,22,17,3
Germany,2018-06-06,839,10,27,3
Germany,2018-06-07,2875,29,50,1
Germany,2018-06-08,2942,36,8,0
Germany,2018-06-09,1325,67,49,4
Germany,2018-06-10,1210,66,12,0
Germany,2018-06-11,1034,79,46,3
Germany,2018-06-12,2994,72,26,3
Germany,2018-06-13,2759,27,28,4
Germany,2018-06-14,489,72,18,0
Germany,2018-06-15,1530,60,31,4
Germany,2018-06-16,1015,76,22,5
Germany,2018-06-17,2954,60,50,2
Germany,2018-06-18,2168,71,31,0
Germany,2018-06-19,1520,66,15,2
Germany,2018-06-20,575,10,32,4
Germany,2018-06-21,798,22,28,3
Germany,2018-06-22,1925,31,26,1
Germany,2018-06-23,778,66,19,1
Germany,2018-06-24,485,54,13,1
Germany,2018-06-25,2696,78,25,5
Germany,2018-06-26,1287,73,10,5
Germany,2018-06-27,2684,24,29,2
Germany,2018-06-28,1396,24,9,0
Germany,2018-06-29,586,33,49,0
Germany,2018-06-30,2550,7,32,1
Germany,2018-07-01,2246,50,39,5
Germany,2018-07-02,1751,23,5,3
Germany,2018-07-03,947,9,30,1
Germany,2018-07-04,1444,64,19,3
Germany,2018-07-05,442,34,10,1
Germany,2018-07-06,2739,29,11,2
Germany,2018-07-07,1261,31,40,1
Germany,2018-07-08,1440,62,36,1
Germany,2018-07-09,1876,39,27,3
Germany,2018-07-10,285,4,46,4
Germany,2018-07-11,2718,78,14,1
Germany,2018-07-12,1605,54,50,0
Germany,2018-07-13,2921,76,25,4
Germany,2018-07-14,512,10,30,4
Germany,2018-07-15,733,59,16,5
Germany,2018-07-16,1149,22,12,1
Germany,2018-07-17,833,75,0,0
Germany,2018-07-18,979,49,6,3
Germany,2018-07-19,697,15,8,5
Germany,2018-07-20,2974,6,50,1
Germany,2018-07-21,203,1,8,1
Germany,2018-07-22,102,72,9,1
Germany,2018-07-23,2510,38,5,0
Germany,2018-07-24,2397,37,26,4
Germany,2018-07-25,1108,23,38,1
Germany,2018-07-26,2735,26,49,3
Germany,2018-07-27,969,27,23,2
Germany,2018-07-28,1026,37,10,1
Germany,2018-07-29,1637,30,13,2
Germany,2018-07-30,1528,76,45,4
Germany,2018-07-31,401,75,36,4
Germany,2018-08-01,1535,3,49,3
Germany,2018-08-02,1168,5,9,4
Germany,2018-08-03,1864,76,38,1
Germany,2018-08-04,1374,71,27,1
Germany,2018-08-05,630,24,0,2
Germany,2018-08-06,1036,6,4,0
Germany,2018-08-07,2837,37,43,5
Germany,2018-08-08,484,23,36,0
Germany,2018-08-09,64,61,38,1
Germany,2018-08-10,86,4,35,3
Germany,2018-08-11,2289,19,22,0
Germany,2018-08-12,2971,2,1,5
Germany,2018-08-13,360,10,14,2
Germany,2018-08-14,1487,17,6,3
Germany,2018-08-15,1429,9,41,5
Germany,2018-08-16,2863,33,18,1
Germany,2018-08-17,931,74,9,0
Germany,2018-08-18,1851,13,20,3
Germany,2018-08-19,415,1,43,4
Germany,2018-08-20,1579,72,32,3
Germany,2018-08-21,1913,79,14,3
Germany,2018-08-22,1515,76,29,1
Germany,2018-08-23,2926,13,20,2
Germany,2018-08-24,1754,79,9,1
Germany,2018-08-25,2031,57,30,4
Germany,2018-08-26,1369,11,25,5
Germany,2018-08-27,2918,20,11,1
Germany,2018-08-28,2949,80,30,1
Germany,2018-08-29,553,66,48,2
Germany,2018-08-30,1591,13,17,2
Germany,2018-08-31,1630,33,36,0
Germany,2018-09-01,2952,31,31,0
Germany,2018-09-02,356,56,1,0
Germany,2018-09-03,2426,60,13,1
Germany,2018-09-04,2760,65,47,2
Germany,2018-09-05,1314,42,36,2
Germany,2018-09-06,2938,75,37,1
Germany,2018-09-07,2595,71,41,3
Germany,2018-09-08,2128,62,3,5
Germany,2018-09-09,472,7,34,4
Germany,2018-09-10,226,31,14,3
Germany,2018-09-11,1851,38,9,1
Germany,2018-09-12,1499,25,16,4
Germany,2018-09-13,282,3,13,5
Germany,2018-09-14,1414,56,43,0
Germany,2018-09-15,2079,53,31,5
Germany,2018-09-16,1193,4,4,0
Germany,2018-09-17,1952,11,34,5
Germany,2018-09-18,668,61,35,3
Germany,2018-09-19,2154,54,29,5
Germany,2018-09-20,1228,41,0,5
Germany,2018-09-21,2605,41,36,3
Germany,2018-09-22,2154,71,25,1
Germany,2018-09-23,638,71,2,2
Germany,2018-09-24,2023,12,5,2
Germany,2018-09-25,2467,66,33,2
Germany,2018-09-26,2852,16,18,4
Germany,2018-09-27,175,64,4,2
Germany,2018-09-28,2542,79,46,2
Germany,2018-09-29,2358,80,33,4
Germany,2018-09-30,771,18,50,0
Germany,2018-10-01,2074,35,13,5
Germany,2018-10-02,2853,22,31,4
Germany,2018-10-03,637,74,2,5
Germany,2018-10-04,303,33,42,4
Germany,2018-10-05,2497,10,38,4
Germany,2018-10-06,2716,25,2,4
Germany,2018-10-07,2013,27,18,5
Germany,2018-10-08,2645,58,8,0
Germany,2018-10-09,664,20,48,3
Germany,2018-10-10,1117,73,20,2
Germany,2018-10-11,2291,15,24,3
Germany,2018-10-12,1194,26,7,2
Germany,2018-10-13,280,48,39,0
Germany,2018-10-14,986,39,41,0
Germany,2018-10-15,2761,17,26,0
Germany,2018-10-16,1019,75,38,1
Germany,2018-10-17,868,7,8,3
Germany,2018-10-18,2731,55,49,0
Germany,2018-10-19,1788,42,38,4
Germany,2018-10-20,10,38,19,3
Germany,2018-10-21,2600,50,27,5
Germany,2018-10-22,155,9,6,1
Germany,2018-10-23,146,7,50,4
Germany,2018-10-24,84,58,8,1
Germany,2018-10-25,2011,54,36,5
Germany,2018-10-26,2211,3,36,4
Germany,2018-10-27,2114,14,35,2
Germany,2018-10-28,2154,73,29,3
Germany,2018-10-29,2140,66,15,3
Germany,2018-10-30,2235,36,14,0
Germany,2018-10-31,724,26,17,5
Germany,2018-11-01,2513,31,31,4
Germany,2018-11-02,1647,15,31,2
Germany,2018-11-03,59,10,23,0
Germany,2018-11-04,848,31,32,1
Germany,2018-11-05,1855,32,29,0
Germany,2018-11-06,900,16,9,1
Germany,2018-11-07,622,29,50,0
Germany,2018-11-08,2875,63,2,2
Germany,2018-11-09,1582,50,50,2
Germany,2018-11-10,2259,27,25,5
Germany,2018-11-11,2141,73,35,1
Germany,2018-11-12,2215,19,38,2
Germany,2018-11-13,2628,36,28,3
Germany,2018-11-14,1871,46,23,4
Germany,2018-11-15,2261,68,42,1
Germany,2018-11-16,2932,69,1,0
Germany,2018-11-17,2235,78,27,4
Germany,2018-11-18,1382,36,10,1
Germany,2018-11-19,293,77,47,3
Germany,2018-11-20,1772,80,37,0
Germany,2018-11-21,486,27,47,4
Germany,2018-11-22,1191,15,32,3
Germany,2018-11-23,2749,70,22,2
Germany,2018-11-24,377,6,40,2
Germany,2018-11-25,199,32,30,1
Germany,2018-11-26,44,54,43,3
Germany,2018-11-27,1540,2,49,2
Germany,2018-11-28,1081,64,37,0
Germany,2018-11-29,1120,18,6,4
Germany,2018-11-30,1699,39,38,1
Germany,2018-12-01,1864,76,7,5
Germany,2018-12-02,205,66,31,4
Germany,2018-12-03,978,79,3,4
Germany,2018-12-04,592,21,40,5
Germany,2018-12-05,495,23,11,0
Germany,2018-12-06,1655,51,35,4
Germany,2018-12-07,1791,63,26,3
Germany,2018-12-08,2768,36,19,5
Germany,2018-12-09,710,66,39,5
Germany,2018-12-10,2964,79,12,4
Germany,2018-12-11,2216,19,41,1
Germany,2018-12-12,807,23,32,4
Germany,2018-12-13,1050,13,38,1
Germany,2018-12-14,1537,5,2,1
Germany,2018-12-15,446,70,27,1
Germany,2018-12-16,227,34,15,3
Germany,2018-12-17,711,26,29,0
Germany,2018-12-18,1175,70,40,1
Germany,2018-12-19,519,80,2,1
Germany,2018-12-20,1335,39,48,3
Germany,2018-12-21,2538,39,47,1
Germany,2018-12-22,1525,30,16,4
Germany,2018-12-23,1490,29,19,0
Germany,2018-12-24,1439,77,2,5
Germany,2018-12-25,717,24,0,1
Germany,2018-12-26,2055,61,9,3
Germany,2018-12-27,1693,67,49,5
Germany,2018-12-28,852,50,4,1
Germany,2018-12-29,1689,9,44,3
Germany,2018-12-30,1367,43,19,3
Germany,2018-12-31,2628,33,50,2
Germany,2019-01-01,1133,58,48,2
Germany,2019-01-02,957,43,26,4
Germany,2019-01-03,2812,17,38,1
Germany,2019-01-04,2754,23,45,0
Germany,2019-01-05,1827,28,34,3
Germany,2019-01-06,2537,71,24,1
Germany,2019-01-07,590,37,2,1
Germany,2019-01-08,2732,33,25,3
Germany,2019-01-09,2884,50,36,0
Germany,2019-01-10,2195,36,30,1
Germany,2019-01-11,2993,66,50,3
Germany,2019-01-12,1063,55,42,5
Germany,2019-01-13,1973,74,44,2
Germany,2019-01-14,452,70,50,0
Germany,2019-01-15,1660,73,8,2
Germany,2019-01-16,1530,17,15,1
Germany,2019-01-17,5,47,35,2
Germany,2019-01-18,1464,33,6,0
Germany,2019-01-19,2225,73,32,2
Germany,2019-01-20,1170,44,43,3
Germany,2019-01-21,1363,63,19,3
Germany,2019-01-22,2991,79,33,2
Germany,2019-01-23,1076,64,20,4
Germany,2019-01-24,901,13,17,0
Germany,2019-01-25,501,68,34,3
Germany,2019-01-26,257,67,10,1
Germany,2019-01-27,1666,19,31,0
Germany,2019-01-28,2395,24,22,4
Germany,2019-01-29,2675,66,22,4
Germany,2019-01-30,463,20,31,1
Germany,2019-01-31,1666,33,50,3
Germany,2019-02-01,1841,58,12,4
Germany,2019-02-02,1727,23,26,0
Germany,2019-02-03,2629,63,14,2
Germany,2019-02-04,1702,53,35,1
Germany,2019-02-05,1063,39,15,3
Germany,2019-02-06,128,78,30,3
Germany,2019-02-07,2596,2,35,1
Germany,2019-02-08,1059,66,48,5
Germany,2019-02-09,968,42,49,2
Germany,2019-02-10,282,47,50,0
Germany,2019-02-11,607,65,32,0
Germany,2019-02-12,730,13,11,4
Germany,2019-02-13,2328,44,37,0
Germany,2019-02-14,3000,63,23,1
Germany,2019-02-15,45,48,31,3
Germany,2019-02-16,955,23,24,5
Germany,2019-02-17,250,55,28,5
Germany,2019-02-18,1037,51,47,2
Germany,2019-02-19,2662,38,49,3
Germany,2019-02-20,1876,18,15,0
Germany,2019-02-21,1734,73,35,2
Germany,2019-02-22,2142,62,37,4
Germany,2019-02-23,1086,39,33,3
Germany,2019-02-24,1784,10,5,2
Germany,2019-02-25,82,13,3,4
Germany,2019-02-26,2964,37,36,4
Germany,2019-02-27,1859,2,22,2
Germany,2019-02-28,1488,56,42,3
Germany,2019-03-01,323,55,46,0
Germany,2019-03-02,180,8,13,2
Germany,2019-03-03,1284,8,34,5
Germany,2019-03-04,2785,9,28,4
Germany,2019-03-05,2309,22,32,1
Germany,2019-03-06,1870,16,20,5
Germany,2019-03-07,1412,14,49,2
Germany,2019-03-08,697,50,38,0
Germany,2019-03-09,1061,31,17,4
Germany,2019-03-10,26,9,9,2
Germany,2019-03-11,1634,49,8,3
Germany,2019-03-12,558,58,41,5
Germany,2019-03-13,1457,18,3,4
Germany,2019-03-14,1495,37,10,0
Germany,2019-03-15,2777,46,43,1
Germany,2019-03-16,482,6,48,0
Germany,2019-03-17,130,66,26,1
Germany,2019-03-18,2262,20,45,5
Germany,2019-03-19,2799,47,35,5
Germany,2019-03-20,663,68,0,4
Germany,2019-03-21,978,5,33,1
Germany,2019-03-22,1058,42,32,2
Germany,2019-03-23,2688,43,8,4
Germany,2019-03-24,41,8,14,0
Germany,2019-03-25,2766,36,29,0
Germany,2019-03-26,1436,27,23,4
Germany,2019-03-27,552,79,21,4
Germany,2019-03-28,2964,7,37,5
Germany,2019-03-29,16,75,8,4
Germany,2019-03-30,681,69,1,5
Germany,2019-03-31,1228,4,28,0
Germany,2019-04-01,1608,44,31,4
Germany,2019-04-02,2066,41,18,2
Germany,2019-04-03,1395,11,39,3
Germany,2019-04-04,2684,27,30,0
Germany,2019-04-05,2949,4,22,1
Germany,2019-04-06,1302,55,40,1
Germany,2019-04-07,271,22,6,3
Germany,2019-04-08,246,28,16,0
Germany,2019-04-09,1282,2,12,5
Germany,2019-04-10,1374,16,28,1
Germany,2019-04-11,1668,78,4,4
